Star-rating,Name,Reviewer Profile Url,Review Title,Review Content,images,profile icon,Date,helpful,verified,variant,rating,text_ko
3.0 out of 5 stars,Stefhany,https://www.amazon.com/gp/customer-reviews/R1GKG4HRZ1T92P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 thereabouts",I get rid of pimples!,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on February 14, 2025",0,Verified Purchase,,3,나는 여드름을 없애준다!
3.0 out of 5 stars,Jamie,https://www.amazon.com/gp/customer-reviews/R2LH46WZKQYV36/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Didn’t work for me","It personally didn’t work for my skin. I have oily skin and it made my skin even more oily than before. It removes makeup quite well, just not the product for me.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on January 6, 2025",One person found this helpful,Verified Purchase,,3,개인적으로 피부에는 별로였어요. 나는 지성 피부를 가지고 있으며 이전보다 피부가 더 기름졌습니다. 메이크업은 잘 지워지는데 나한테는 맞는 제품이 아니다.
3.0 out of 5 stars,Rachael,https://www.amazon.com/gp/customer-reviews/R1D4THIEQ08YQO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Fine but didn’t see results","Pleasant to cleanse with this oil, but I didn’t see any change in my skin with it. Maybe I’m not pairing it with the right other products? But the pore clearing I expected to result, especially on my nose, never came. No harm, but no great benefit either.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on December 15, 2024",One person found this helpful,Verified Purchase,,3,"이 오일로 클렌징하는 것은 좋았지만 피부에 아무런 변화가 없었습니다. 어쩌면 올바른 다른 제품과 페어링되지 않은 것일까요? 그러나 기대했던 모공, 특히 코의 모공 청소는 결코 이루어지지 않았습니다. 해를 끼치지는 않지만 큰 이점도 없습니다."
3.0 out of 5 stars,Amalia Planchart,https://www.amazon.com/gp/customer-reviews/R468TO2KOOPQT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Normal",I liked it,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on February 8, 2025",0,Verified Purchase,,3,나는 그것을 좋아했다
3.0 out of 5 stars,Amazon Customer,https://www.amazon.com/gp/customer-reviews/R3MO3ZSRMIXK1P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Sensitive skins","I love this product, it made my skin more smooth. I used it almost one month now, but sometimes after I wash my face, I felt my face was hot like it burned. It wasn’t happening every time I used so, I love this brand and I continue using it till tonight.During I took shower I washed my face twice with this cleanser oil to get rid off the makeup. After one hour, my face started to feel hot and red as burning. I just noticed maybe I used it too much and I actually did used it everyday. From now on I will try to reduce using it and will see I still have that issue.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on September 27, 2024",0,Verified Purchase,,3,나는이 제품을 좋아합니다. 피부가 더 부드러워졌습니다. 지금 거의 한 달 정도 사용했는데 가끔 세수하고 나면 얼굴이 타는 듯 뜨거워지는 느낌이 들 때가 있어요. 매번 사용할 때마다 그런 현상은 아니어서 이 브랜드를 너무 좋아해서 오늘 밤까지 계속 사용하고 있어요. 샤워할 때 이 클렌저 오일로 두 번 세수를 해서 메이크업을 지웠어요. 한 시간쯤 지나니 얼굴이 화끈거리고 붉어지기 시작했습니다. 나는 그것을 너무 많이 사용했을 수도 있고 실제로 매일 사용했다는 것을 깨달았습니다. 지금부터
3.0 out of 5 stars,Jess,https://www.amazon.com/gp/customer-reviews/R2235PH1X3N2BX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Smells good, works okay","It definitely takes the make up off and it does smell light and nice, it hasn’t broken me out but my pores don’t look noticeably smaller at all.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on December 23, 2024",0,Verified Purchase,,3,"메이크업이 확실히 지워지고 가볍고 좋은 냄새가 나고, 무너지지는 않았지만 모공이 눈에 띄게 작아 보이지는 않습니다."
3.0 out of 5 stars,CPaul,https://www.amazon.com/gp/customer-reviews/RR9ESE7ZFBJW0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Was hopeful",This dried out my face so bad and made me peel. I was hopeful it would work to clear up my sebum but no luck.,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/f84c9e65-656d-4984-9f3d-c655ba5741b1._CR0,0,610,610_SX48_.jpg","Reviewed in the United States on January 17, 2025",0,Verified Purchase,,3,이로 인해 내 얼굴이 너무 건조해져 껍질이 벗겨졌습니다. 나는 그것이 내 피지를 제거하는 데 효과가 있기를 바랐지만 운이 없었습니다.
3.0 out of 5 stars,escarlet,https://www.amazon.com/gp/customer-reviews/R1KUS5Q5LVTTS6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Review update: it's been months","I have been using the cleansing oil for months now and one thing that stood out was the smell. At first I guess it wawasn'so strong of a smell but after two weeks I just couldn't get used to the smell. It is a gentle cleanser like any other oil cleanser but like most others this one doesn't really do a good job at removing make up around the eyes. (Eyes shadow, eye liner and mascara). If I wanted to have to eye make up removed successfully I had to rub it hard and that's not good for the eye area so I have had to spend extra time rubbing gently. 🙃 would I buy again, I would say no! But however you should try for yourself since it's at a good price and maybe would have a better experience than mine. Overall it's not bad but it's not great either, the smell has been unbearable and it's only been a few months now.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on May 22, 2024",3 people found this helpful,Verified Purchase,,3,"나는 몇 달 동안 클렌징 오일을 사용해 왔고 눈에 띄는 한 가지는 냄새였습니다. 처음에는 냄새가 너무 강한 것 같았는데 2주가 지나니 냄새에 익숙해지지가 않더군요. 다른 오일 클렌저와 마찬가지로 순한 클렌저이지만 대부분의 다른 클렌저와 마찬가지로 이 제품도 눈 주위 메이크업을 잘 제거하지는 못합니다. (아이섀도, 아이라이너, 마스카라). 눈화장을 잘 지우고 싶으면 세게 문질러야 하는데 눈에 안좋아요"
3.0 out of 5 stars,Benjamin Boven,https://www.amazon.com/gp/customer-reviews/R3SSV08E4ZU8TM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Very thin",Seems like half of it goes through your fingers before it gets on your face. I just don't think I can afford the angel's share any more.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on December 19, 2024",0,Verified Purchase,,3,얼굴에 닿기 전에 절반이 손가락을 통과하는 것 같습니다. 나는 더 이상 천사의 몫을 감당할 여유가 없다고 생각합니다.
3.0 out of 5 stars,Vay,https://www.amazon.com/gp/customer-reviews/RLLO0CNRWTW3N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Pore Clogging","This product does include Ethylhexyl Palmitate and Olea Europaea Olive Fruit Oil, which are both known pore cloggers. Now if you're leaning more towards oily skin or combo (like me), it may cause more buildup in your pores. Recently, I've been breaking out a bit more, and I've isolated and checked all of my products. It seems that this is the issue, but there could definitely be outside facotrs, so I won't be too harsh. If you have dry skin, this should be fine.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on October 9, 2024",0,Verified Purchase,,3,"이 제품에는 모공을 막는 것으로 알려진 Ethylhexyl Palmitate와 Olea Europaea 올리브 과일 오일이 포함되어 있습니다. 이제 당신이 지성 피부나 복합성 피부(저처럼) 쪽으로 더 기울고 있다면 모공이 더 많이 쌓일 수 있습니다. 최근에는 좀 더 터져나가서 제가 가지고 있는 제품을 모두 분리해서 점검해봤습니다. 이것이 문제인 것 같지만, 확실히 외부 요인이 있을 수 있으니 너무 가혹하게 말하진 않겠습니다. 건성 피부라면 이 정도는 괜찮을 것 같아요."
3.0 out of 5 stars,Martha,https://www.amazon.com/gp/customer-reviews/R3HPURY6UAEH4O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Could be better",This doesnt remove my mascara and most time ends up as a milky white solution on my face.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on December 30, 2024",0,Verified Purchase,,3,이것은 내 마스카라를 제거하지 않으며 대부분의 시간은 내 얼굴에 유백색 용액으로 끝납니다.
3.0 out of 5 stars,H,https://www.amazon.com/gp/customer-reviews/R1M44O3CDWSAQM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 I wanted to love but not for me",I saw this go viral and wanted to try but it was so oily that I had to keep washing my face over and over to try and get the oil residue off. you're better off not damaging your skin barrier with the repeat washes.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on December 3, 2024",0,Verified Purchase,,3,이게 입소문이 난 걸 보고 써보고 싶었는데 너무 기름져서 남은 오일을 없애려고 계속 세수를 해야 했어요. 반복적인 세탁으로 인해 피부 장벽이 손상되지 않는 것이 좋습니다.
3.0 out of 5 stars,jackie,https://www.amazon.com/gp/customer-reviews/R1TJGXIK8K3AEL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 It's a decent cleanser, but caused breakouts","It does a great job breaking up makeup and cleansing the face in general. The smell isn't overwhelming and it's very fluid and watery so it doesn't feel like thick oil on your face. However, it is not for me. I have combination skin and I struggle with closed comedones, so I was hoping this would help clear my clogged pores. It did quite the opposite. Within a week, I had 3 larges pimples right in the center of my forehead as well as other smaller whiteheads forming all throughout my forehead including a random pimple on my cheekbone and another painful one on my chin. this didn't even clear my pores in the slightest. if anything, it doubled my clogged pores.

I know if you are oil cleansing for the first time, purging is to be expected, but this is not my first oil cleansing product which leads me to believe this was clearly a bad reaction to the product. I still think oily/acne prone skin might still benefit from this, just make sure to have a backup plan if things go south. We all have different skin and react to ingredients differently so I don't want to discourage anyone from trying this product. Just be careful and listen to your skin!",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on January 2, 2024",4 people found this helpful,Verified Purchase,,3,메이크업을 분해하고 일반적으로 얼굴을 클렌징하는 데 훌륭한 역할을 합니다. 향도 과하지 않고 묽은 제형이라 얼굴에 기름기가 많이 묻어나는 느낌은 아니에요. 그러나 그것은 나를 위한 것이 아닙니다. 저는 복합성 피부이고 폐쇄성 여드름으로 고생하고 있어서 이것이 막힌 모공을 깨끗하게 하는 데 도움이 되기를 바랐습니다. 그것은 정반대였습니다. 일주일 안에 이마 중앙에 3개의 큰 여드름이 생겼고 다른 작은 화이트헤드도 이마 전체에 생겼습니다.
3.0 out of 5 stars,Emily Gruettner,https://www.amazon.com/gp/customer-reviews/R9D07KT5BZK7D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 3.5/4star","It leaves my face very clean. I can see a big difference between oil cleansing and normal cleansing. I’m not sure if it’s giving me tiny breakouts. You really have to wash this product out with warm water for at least a minute, but I especially use it with taking off make up from the day or sunscreen. I don’t use it every day because I feel like it will just break me out, I’m not 100% confidence on pil cleaning yet, so I can’t compare this product to other oil cleansers to know if it’s five stars ,but I do feel like it works",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on August 1, 2024",2 people found this helpful,Verified Purchase,,3,그것은 내 얼굴을 매우 깨끗하게 만듭니다. 오일클렌징과 일반클렌징의 차이가 많이 보이네요. 그것이 나에게 작은 탈주를 주고 있는지 잘 모르겠습니다. 이 제품은 꼭 미지근한 물로 1분 이상 씻어내야 하는데 특히 낮에 메이크업을 지울 때나 자외선 차단제와 함께 사용하고 있어요. 그냥 트러블 날 것 같아서 매일 사용하진 않아요. 아직 필 클렌징에 대해 100% 확신이 없어서 이 제품을 다른 오일 클렌저와 비교해 별 다섯개인지는 알 수가 없어요
3.0 out of 5 stars,Zee S.,https://www.amazon.com/gp/customer-reviews/R2FC4TEZCT3AB3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 It's great but definitely keep clear of your eyes","I think this is great for removing make up, I just sometimes struggle getting it out of my eyes so I tend to use it mostly to help get my mascara out without breaking any lashes. While it's been absolutely amazing in doing that for me it does tend to go in my eyes which can be a bit difficult sometimes to get rid of.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on November 15, 2024",0,Verified Purchase,,3,메이크업을 지울 때 아주 좋은 것 같아요. 가끔 눈에서 마스카라를 꺼내는 데 어려움을 겪기 때문에 속눈썹이 부러지지 않고 마스카라를 꺼내는 데 주로 사용하는 경향이 있습니다. 저에게는 정말 놀라운 일이었지만 제 눈에 들어가는 경향이 있어서 때로는 제거하기가 조금 어려울 수 있습니다.
3.0 out of 5 stars,Alecia Brown,https://www.amazon.com/gp/customer-reviews/R1BD7FZ2H7RSP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Not what I expected","Doesn’t get very souping
Not impressed with how well it works.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on January 12, 2025",0,Verified Purchase,,3,"별로 수프가되지 않습니다
그것이 얼마나 잘 작동하는지 감명받지 않았습니다."
3.0 out of 5 stars,Alanis,https://www.amazon.com/gp/customer-reviews/R1DOC69HGXBRJF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Not what I expected",Good quality but didn’t do the job. Great cleanser tho,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on January 17, 2025",0,Verified Purchase,,3,품질은 좋지만 작업을 수행하지 않았습니다. 그래도 훌륭한 클렌저
3.0 out of 5 stars,Ksnow,https://www.amazon.com/gp/customer-reviews/R1HCNKFCKV0W1Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Meh it's okay.","This product in my experience hasn't been awful or great either.

Personally I like the la roche oil cleaner and the ordinary oatmeal balm better. I like my products to have a thicker feel and Sud up a bit more than this one does.

This wash feels very watered down and liquidity. It was doesn't ""Sud up ""very well compared to other oil cleaners I've used. It's also doesn't feel like it takes off my sunscreen and make up off as well.

With that said I haven't had any reactions. As in it hasn't made me break out or cause a rash. I feel like maybe my face is more oily, but otherwise nothing bad.

I've used about 2/3 of the the bottle and I plan on finishing it because I don't like wasting product. But I don't think I'll buy it again",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on May 17, 2024",2 people found this helpful,Verified Purchase,,3,"제 경험상 이 제품은 나쁘지도 훌륭하지도 않았습니다.

개인적으로 저는 라로슈 오일클리너와 일반 오트밀밤을 더 좋아합니다. 나는 내 제품이 이 제품보다 더 두꺼운 느낌과 약간 더 많은 느낌을 주는 것을 좋아합니다.

이 워시는 매우 물기가 많고 유동성이 있는 느낌을 줍니다. 제가 사용해본 다른 오일클리너에 비해 ""버벅거림""이 별로 좋지는 않았습니다. 또한 자외선 차단제를 벗고 화장을 하는 것 같은 느낌도 들지 않습니다.

그렇게 말했는데 아무런 반응이 없었습니다. 화나지 않은 것처럼"
3.0 out of 5 stars,Keely,https://www.amazon.com/gp/customer-reviews/R3HJ3VVTH8TO5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Sensitive",I have mixed feelings. I feel like it did help clean out more of my skin than water based face wash could but I couldn’t tell if it was really helping clear out blackheads or helping with breakouts. I do have very sensitive skin and acne prone skin so it’s hard to tell with certain products if it’s actually helping my skin so it could be great for somebody else,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on October 1, 2024",0,Verified Purchase,,3,나는 복잡한 감정을 가지고 있습니다. 나는 그것이 수성 세안제보다 더 많은 피부를 깨끗하게 하는 데 도움이 된 것 같지만 그것이 정말로 블랙헤드를 제거하는 데 도움이 되는지 아니면 여드름을 없애는 데 도움이 되는지 알 수 없었습니다. 나는 매우 민감한 피부와 여드름이 나는 피부를 가지고 있기 때문에 특정 제품이 실제로 내 피부에 도움이 되는지 말하기 어렵기 때문에 다른 사람에게도 좋을 수 있습니다.
3.0 out of 5 stars,Rachel W.,https://www.amazon.com/gp/customer-reviews/R1DI8H5H72UC8J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Removes makeup, not sebum","This oil cleanser is cheaper compared to other Korean brands and you get what you pay for. It doesn’t explicitly state which active ingredients or chemicals are included, and you can’t tell if it has any BHA, PHA, or AHA at all unless you can read Korean. It only removes makeup, and does not remove sebum. If you are looking for a product that removes oil and sebum buildup in the skin you should choose a different oil cleanser that explicitly states the active ingredients. I am returning it since I’d rather spend more money for a product that actually makes a difference in my skin routine.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on August 29, 2024",0,Verified Purchase,,3,"이 오일 클렌저는 다른 한국 브랜드에 비해 저렴하며 지불한 만큼 얻을 수 있습니다. 어떤 활성 성분이나 화학 물질이 포함되어 있는지 명시적으로 명시되어 있지 않으며 한국어를 읽지 않으면 BHA, PHA, AHA가 있는지 전혀 알 수 없습니다. 메이크업만 지워지고, 피지는 지워지지 않습니다. 피부에 쌓인 기름과 피지를 제거하는 제품을 찾고 있다면 활성 성분이 명시적으로 표시된 다른 오일 클렌저를 선택해야 합니다. 그 이후로 반품해요"
3.0 out of 5 stars,Rubi Kahlon,https://www.amazon.com/gp/customer-reviews/R34NZKHORE8O0J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Half good of all the advertising…","I thought was going to take out everything in the first wash, this pictures are from the first day I’ll give be a couple more chances, and I’ll write and other review…","https://m.media-amazon.com/images/I/51IU+-DxdlL.88.jpg  
https://m.media-amazon.com/images/I/61fdgeh0LUL.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on November 25, 2024",21 people found this helpful,Verified Purchase,,3,"처음 세탁할 때 다 꺼낼 줄 알았는데, 이 사진은 첫날 사진이에요. 몇 번 더 기회를 주고, 후기도 쓰겠습니다…"
3.0 out of 5 stars,yg,https://www.amazon.com/gp/customer-reviews/RVF9ZA2RMGXJC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Heavy fragrance?","This is my second Anua product, the first being the heart leaf toner which is amazing. I bought this not feeling the need to check for fragrance but when I used it today I was overwhelmed with how heavy the scent was. It’s a nice smell but very overpowering, after rinsing it off I could still smell it on my hands. Figured since it’s just removing my makeup it’s not the biggest deal, but after looking at the ingredients, the fact that fragrance is above so many fruit oils that are beneficial is very telling. Either way too much fragrance or very little of the beneficial stuff.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on July 10, 2024",2 people found this helpful,Verified Purchase,,3,"이것은 나의 두 번째 Anua 제품입니다. 첫 번째는 놀라운 하트 리프 토너입니다. 향을 확인할 필요도 없이 구입했는데, 오늘 사용해보니 향이 너무 진해서 압도당했어요. 향은 좋은데 너무 강해서 씻어낸 후에도 손에 향이 남아있어요. 그냥 화장만 지운거라 별거 아닌줄 알았는데, 성분을 보니 몸에 좋은 과일오일보다 향이 더 많다는 사실이 v"
3.0 out of 5 stars,Sara Villalvir,https://www.amazon.com/gp/customer-reviews/R3I0P76LEFSONQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 More time",I've used the product for a couple of weeks and I haven't seen much change in my skin. but still give more time to use,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on November 25, 2024",0,Verified Purchase,,3,몇 주 동안 제품을 사용했는데 피부에 큰 변화는 보이지 않았습니다. 하지만 여전히 사용할 시간을 더 주세요
3.0 out of 5 stars,Britney Stratchko,https://www.amazon.com/gp/customer-reviews/R9GQMVOXM8V0B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Wish I Could Give More Stars!","Works great with removing foundation but not so much eyeliner and mascara. I do have to go in with my microfiber cloth to remove the excess eye makeup but it does do very well with removing foundation and other face makeup! It feels so gentle on the skin and doesn’t burn at all, not even the eyes! I would recommend as an aid for removing makeup but not as the sole remover.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on September 18, 2024",0,Verified Purchase,,3,"파운데이션을 제거하는 데는 효과적이지만 아이라이너와 마스카라를 많이 사용하지는 않습니다. 여분의 아이 메이크업을 제거하려면 극세사 천을 사용해야 하지만 파운데이션 및 기타 얼굴 메이크업을 제거하는 데 매우 효과적입니다! 피부에 닿는 느낌이 너무 순하고, 눈가에도 전혀 따갑지 않아요! 나는 메이크업 제거 보조제로 추천하지만 유일한 제거제로는 권장하지 않습니다."
3.0 out of 5 stars,Dev🌸💞,https://www.amazon.com/gp/customer-reviews/R2T2RJ6RCCJW9D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Unsure",I’ve been staring at this product for months debating if I should give it another try😒 I was definitely influenced by the internet and it wasn’t worth the hype . I used it for about 2 months and I kid you not I saw no difference in my skin. Yes I have oily skin but I guess it wasn’t for me. And no I’m sure I didn’t use it wrong cause I watched many TikTok videos 😐 I MIGHT give it another try 🤷🏽‍♀️,,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/14734894-7fe9-4fba-a38d-c74bdad47b1f._CR0,26.0,281,281_SX48_.jpg","Reviewed in the United States on September 6, 2024",2 people found this helpful,Verified Purchase,,3,"나는 몇 달 동안 이 제품을 쳐다보며 다시 시도해야 할지 토론했습니다.😒 나는 확실히 인터넷의 영향을 받았고 과대 광고할 가치가 없었습니다. 2달정도 사용했는데 피부에 별차이가 없더라구요. 네, 저는 지성 피부를 가지고 있지만 저에게는 맞지 않았던 것 같아요. 그리고 아니요, TikTok 동영상을 많이 봤기 때문에 잘못 사용한 것은 아니라고 확신합니다 😐 한 번 더 시도해 볼 수도 있습니다 🤷🏻‍♀️"
3.0 out of 5 stars,Taylor Barboza,https://www.amazon.com/gp/customer-reviews/R1BLD9CETXUIK5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Meh","I finished this product to wait to write a review and these are my thoughts about it. I don’t think I would order again just because I don’t believe it made any difference to my skin. It did remove my
Makeup but I can’t tell a difference in my pores. Also the smell of the product is strange.",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/d32b151a-7bdc-4a05-83c7-490a7ab7b71d._CR0,0,375,375_SX48_.jpg","Reviewed in the United States on October 28, 2024",0,Verified Purchase,,3,"리뷰 작성을 기다리기 위해 이 제품을 완성했으며 이에 대한 제 생각은 다음과 같습니다. 나는 그것이 내 피부에 아무런 변화를 가져 오지 않는다고 믿기 때문에 다시 주문할 것이라고 생각하지 않습니다. 그것은 내 것을 제거했습니다
화장을 했는데 모공은 별 차이를 못 느끼겠어요. 그리고 제품 냄새도 이상해요."
3.0 out of 5 stars,Kim,https://www.amazon.com/gp/customer-reviews/RLM54MNLN9F47/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Um well?",Ok so basically I got this product a couple days ago and I saw that so many people left great reviews on it saying that it helped them achieve glass skin online and all it did was break me out and give me pimples that I haven’t had for the longest time I’m so sad💔(helped with my pores though),,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png","Reviewed in the United States on October 23, 2024",0,Verified Purchase,,3,"좋아요, 기본적으로 저는 이 제품을 며칠 전에 받았고 많은 사람들이 온라인에서 유리 피부를 얻는 데 도움이 되었다고 좋은 리뷰를 남긴 것을 봤습니다. 그리고 그 모든 것은 나를 무너뜨리고 오랫동안 없었던 여드름을 주었습니다. 너무 슬프네요💔(모공에 도움이 되었지만)"
3.0 out of 5 stars,Keyy💛✨🌻,https://www.amazon.com/gp/customer-reviews/R38Z5NWHESL7C4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Ehh…","I’m not sure how to feel about this oil. At first I thought it worked but I noticed after a week it didn’t really clean my face how I’ve been seeing it advertised. I still wind up with madd blackheads and dead skin left behind and I HATE the white residue left behind when I try to hand rinse the oil off my face.

Gonna try something different…maybe",,"https://images-na.ssl-images-amazon.com/images/S/amazon-avatars-global/56bec713-d775-4771-8d3a-3ed02a93562c._CR0,0,383,383_SX48_.jpg","Reviewed in the United States on September 14, 2024",One person found this helpful,Verified Purchase,,3,"이 오일에 대해 어떻게 생각하는지 잘 모르겠습니다. 처음에는 효과가 있다고 생각했지만 일주일 후에 광고에서 본 것처럼 얼굴이 깨끗해지지 않는다는 것을 알았습니다. 나는 여전히 미친 블랙헤드와 각질이 남아 있고, 얼굴에서 기름을 손으로 헹구려고 할 때 남겨진 하얀 잔여물이 싫습니다.

뭔가 다른 걸 시도해 볼까…아마도"
3.0 out of 5 stars,Amazon Customer,https://www.amazon.com/gp/customer-reviews/RI38B2TFONXW0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN2PX8V3,"3.0 out of 5 stars
 Good","I really wanted to love this product. It works well, doesn’t the job, but it is not life changing. Which is what I was looking for, based on other reviews. I do have sensitive skin, and other oil cleansers have made me break out in the past (farmacy balm).. I haven’t broken out with this oil thankfully, but I do see like red dots all over my face after I use it.. which could be my new face wash as well. Over all, its good but not great.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,"Reviewed in the United States on August 25, 2024",0,Verified Purchase,,3,저는 이 제품을 정말 좋아하고 싶었어요. 잘 작동하고 작동하지 않지만 인생을 바꾸는 것은 아닙니다. 다른 리뷰를 바탕으로 제가 찾고 있던 것입니다. 나는 민감한 피부를 가지고 있고 과거에 다른 오일 클렌저로 인해 트러블이 생겼습니다 (파머시 밤).. 다행히 이 오일을 사용하면 트러블이 생기지 않았지만 사용 후 얼굴 전체에 붉은 점이 보입니다.. 이것은 나의 새로운 세안제일 수도 있습니다. 전반적으로 훌륭하지만 훌륭하지는 않습니다.
