source,product,star_rating,date,raw_text,unigram,bigram
anua_translated,,1.0 out of 5 stars,Reviewed i,민감성 피부 복합성 습진 건선 여드름이 발생하기 쉬운 피부 이것은 나를 심하게 망쳤습니다 나는 그것을 일주일 정도 사용하고 있었고 그것이 나를 깨뜨리는 달팽이 세럼이라고 생각했습니다 턱선 목 가슴 부위에 작은 부분을 문질러 메이크업을 녹여 테스트해봤습니다 물로 유화시킨 다음 평소처럼 얼굴의 나머지 부분을 씻었습니다 다음날 나는 테스트를 한 바로 그 부위의 피부가 매우 붉어지고 건조하고 거칠고 민감한 반응을 보였습니다 피부가 아니신 분들에게도 괜찮을 것 같아요,"['피부', '복합', '습진', '건선', '여드름', '발생', '피부', '일주일', '정도', '사용', '달팽이', '세럼', '생각', '가슴', '부위', '부분', '메이크업', '테스트', '유화', '다음', '평소', '얼굴', '나머지', '부분', '다음', '테스트', '부위', '피부', '건조', '민감', '반응', '피부']","['피부_복합', '복합_습진', '습진_건선', '건선_여드름', '여드름_발생', '발생_피부', '피부_일주일', '일주일_정도', '정도_사용', '사용_달팽이', '달팽이_세럼', '세럼_생각', '생각_가슴', '가슴_부위', '부위_부분', '부분_메이크업', '메이크업_테스트', '테스트_유화', '유화_다음', '다음_평소', '평소_얼굴', '얼굴_나머지', '나머지_부분', '부분_다음', '다음_테스트', '테스트_부위', '부위_피부', '피부_건조', '건조_민감', '민감_반응', '반응_피부']"
anua_translated,,1.0 out of 5 stars,Reviewed i,저는 민감한 피부를 가지고 있기 때문에 이것은 모든 사람에게 매우 좋을 수 있습니다 민감한 피부를 가지고 있다면 새로운 피부 제품을 구입하기 전에 피부과 전문의와 상담하는 것이 좋습니다 나는 코 뺨 부위 턱에 많은 피지 필라멘트가 있고 일부는 이마에 있기 때문에 이것을 얻었습니다 그 외에도 피부가 마침내 깨끗해지기 시작했습니다 오일 클렌저를 사용하면 이를 제거하는 데 도움이 된다는 동영상을 많이 봤습니다 처음 며칠 동안 내 피부는 아주 좋아 보이고 윤기가 나더군요,"['피부', '사람', '피부', '피부', '제품', '구입', '전문의', '상담', '부위', '피지', '필라멘트', '일부', '이마', '피부', '시작', '오일', '클렌저', '사용', '제거', '동영상', '처음', '며칠', '동안', '피부', '윤기']","['피부_사람', '사람_피부', '피부_피부', '피부_제품', '제품_구입', '구입_전문의', '전문의_상담', '상담_부위', '부위_피지', '피지_필라멘트', '필라멘트_일부', '일부_이마', '이마_피부', '피부_시작', '시작_오일', '오일_클렌저', '클렌저_사용', '사용_제거', '제거_동영상', '동영상_처음', '처음_며칠', '며칠_동안', '동안_피부', '피부_윤기']"
anua_translated,,1.0 out of 5 stars,Reviewed i,나에게 일어난 일이 정말 슬프다 이 제품을 많이 추천하는 것을 보고 얼굴에 이중 클렌징을 실시하고 싶었기 때문에 구입했습니다 제품을 도착한 당일에 약속된 결과를 얻기 위해 많은 믿음과 행복을 가지고 사용했습니다 실제로는 얼굴이 깨끗했고 여드름이 없었습니다 그런 일이 없었습니다 블랙헤드가 몇 개만 있었고 최소한 몇 개 실제로는 2 3개만 눈에 띄었습니다 더블을 구현하고 싶었습니다,"['제품', '얼굴', '이중', '클렌징', '실시', '구입', '제품', '도착', '당일', '약속', '결과', '믿음', '행복', '사용', '얼굴', '여드름', '블랙', '헤드', '최소한', '더블', '구현']","['제품_얼굴', '얼굴_이중', '이중_클렌징', '클렌징_실시', '실시_구입', '구입_제품', '제품_도착', '도착_당일', '당일_약속', '약속_결과', '결과_믿음', '믿음_행복', '행복_사용', '사용_얼굴', '얼굴_여드름', '여드름_블랙', '블랙_헤드', '헤드_최소한', '최소한_더블', '더블_구현']"
anua_translated,,1.0 out of 5 stars,Reviewed i,모공 클렌징 오일은 처음 써보네요 끔찍한 경험 그것은 나를 너무 심하게 망쳤고 내 얼굴은 여전히 같지 않습니다 심지어 내 트윈 딸 나보다 훨씬 건조한 피부 도 얼굴에 이 제품을 사용해 보았더니 피부가 트러블이 나더군요 성분 중에는 모공을 막는 성분이 많이 함유되어 있습니다 저는 복합성 피부이고 T존에 지성이 있고 코와 턱에 블랙헤드가 쌓입니다 나는 얼굴 옆면처럼 한 번도 부러진 적이 없는 곳에서 부러졌습니다 눈썹 사이 부분이 제일 심했고,"['모공', '클렌징', '오일', '처음', '경험', '얼굴', '트윈', '건조', '피부', '얼굴', '제품', '사용', '피부', '트러블', '성분', '모공', '성분', '함유', '복합', '피부', '지성', '블랙', '헤드', '얼굴', '옆면', '눈썹', '사이', '부분']","['모공_클렌징', '클렌징_오일', '오일_처음', '처음_경험', '경험_얼굴', '얼굴_트윈', '트윈_건조', '건조_피부', '피부_얼굴', '얼굴_제품', '제품_사용', '사용_피부', '피부_트러블', '트러블_성분', '성분_모공', '모공_성분', '성분_함유', '함유_복합', '복합_피부', '피부_지성', '지성_블랙', '블랙_헤드', '헤드_얼굴', '얼굴_옆면', '옆면_눈썹', '눈썹_사이', '사이_부분']"
anua_translated,,1.0 out of 5 stars,Reviewed i,그래서 모공이 넓어져서 이 제품을 구매하게 됐어요 나는 그것으로 이중 정화를 할 것이고 처음에는 좋아 보였습니다 그런데 오늘 거울을 보니 모공이 훨씬 더 크고 눈에 띄게 커졌네요 평소에 즐겨쓰던 스킨 루틴을 바꾸지 않고 시간이 지날수록 모공이 획기적으로 줄어들었는데 이 제품을 사용하고 나서 다른 제품들에 비해 효과가 반전된 것 같아요 저는 모공이 넓어서 자의식을 많이 갖고 있어서 한번 써볼까 생각했어요,"['모공', '제품', '구매', '정화', '처음', '거울', '모공', '평소', '스킨', '루틴', '시간', '모공', '획기적', '제품', '사용', '제품', '효과', '반전', '모공', '자의식', '생각']","['모공_제품', '제품_구매', '구매_정화', '정화_처음', '처음_거울', '거울_모공', '모공_평소', '평소_스킨', '스킨_루틴', '루틴_시간', '시간_모공', '모공_획기적', '획기적_제품', '제품_사용', '사용_제품', '제품_효과', '효과_반전', '반전_모공', '모공_자의식', '자의식_생각']"
anua_translated,,1.0 out of 5 stars,Reviewed i,나는 이것이 효과가 있기를 바랐습니다 다른 제품을 써보느라 엄청난 돈을 쓴 후 많은 리뷰를 읽고 사용해볼까 말까 고민하다가 이 제품을 사용하게 되었습니다 우선 저는 아시아인입니다 100 한국인이므로 이 제품이 저에게 적합할 것이라고 생각하실 것입니다 그렇지 않았습니다 솔직히 피부가 더 나빠진 것 같아요 3주 동안 사용하면서 실제로 이 제품으로 해결되길 바랐던 문제가 증가한 것을 확인했습니다 즉 이마의 여드름을 제거하는 데 도움이 되는 것이었습니다,"['효과', '제품', '리뷰', '사용', '고민', '제품', '사용', '아시아인', '한국인', '제품', '적합', '생각', '피부', '동안', '사용', '제품', '해결', '문제', '증가', '확인', '이마', '여드름', '제거']","['효과_제품', '제품_리뷰', '리뷰_사용', '사용_고민', '고민_제품', '제품_사용', '사용_아시아인', '아시아인_한국인', '한국인_제품', '제품_적합', '적합_생각', '생각_피부', '피부_동안', '동안_사용', '사용_제품', '제품_해결', '해결_문제', '문제_증가', '증가_확인', '확인_이마', '이마_여드름', '여드름_제거']"
anua_translated,,1.0 out of 5 stars,Reviewed i,나는 오일 클렌저를 사용하여 얼굴을 마사지하고 매일 화장을 지우고 자외선 차단제를 바르는 것을 좋아합니다 이 제품에 대한 많은 리뷰를 보고 사용을 시작하게 되어 매우 기뻤습니다 오일이 굉장히 유동성이 있어서 너무 세게 너무 빠르게 누르면 제품이 여기저기 퍼지는데 상관없었어요 밤에 두 번째 사용하고 나면 피부가 팽팽해지고 피부가 매우 상쾌해지는 느낌이 들었습니다 나는 세수를 하고 좋은 보습제를 발랐습니다 아침에 일어났더니 피부가 온통 붉은색 작은 여드름과 함께 매우 건조한 상태였습니다,"['오일', '클렌저', '사용', '얼굴', '마사지', '화장', '자외선', '차단제', '제품', '리뷰', '사용', '시작', '오일', '유동', '제품', '여기저기', '상관', '사용', '피부', '피부', '느낌', '세수', '보습제', '아침', '피부', '붉은색', '여드름', '건조', '상태']","['오일_클렌저', '클렌저_사용', '사용_얼굴', '얼굴_마사지', '마사지_화장', '화장_자외선', '자외선_차단제', '차단제_제품', '제품_리뷰', '리뷰_사용', '사용_시작', '시작_오일', '오일_유동', '유동_제품', '제품_여기저기', '여기저기_상관', '상관_사용', '사용_피부', '피부_피부', '피부_느낌', '느낌_세수', '세수_보습제', '보습제_아침', '아침_피부', '피부_붉은색', '붉은색_여드름', '여드름_건조', '건조_상태']"
anua_translated,,1.0 out of 5 stars,Reviewed i,이 제품이 정말 효과가 있었으면 좋겠어요 나는 이것을 약 2주 정도 사용했습니다 밤에만 사용하고 코 주위와 턱에 3 7분 정도 문지릅니다 그것은 확실히 피지를 뽑아 내고 피부의 각질을 제거해 줄 것입니다 내 피부의 지속적인 각질 제거로 인해 특히 턱 부위의 피부가 매우 건조하고 가렵고 자극을 받았습니다 31세에 지금까지 경험하지 못한 화이트헤드가 생기기 시작했습니다 그러다가 낭종 여드름,"['제품', '효과', '정도', '사용', '사용', '주위', '정도', '피지', '피부', '각질', '제거', '피부', '지속', '각질', '제거', '부위', '피부', '건조', '자극', '지금', '경험', '화이트헤드', '시작', '여드름']","['제품_효과', '효과_정도', '정도_사용', '사용_사용', '사용_주위', '주위_정도', '정도_피지', '피지_피부', '피부_각질', '각질_제거', '제거_피부', '피부_지속', '지속_각질', '각질_제거', '제거_부위', '부위_피부', '피부_건조', '건조_자극', '자극_지금', '지금_경험', '경험_화이트헤드', '화이트헤드_시작', '시작_여드름']"
anua_translated,,1.0 out of 5 stars,Reviewed i,저는 이 제품을 정말 믿고 싶었어요 나는 그것이 효과가 있을 것이라는 것을 알았습니다 전체 컬렉션에 대해 긍정적인 리뷰가 너무 많았습니다 모공 딥클렌저와 클렌징 오일 토너가 한 묶음으로 구매했어요 매일 밤 모든 제품을 충실하게 사용했습니다 하지만 한 달이 지나서 그만둬야 했어요 너무 심하게 발진이 나기 시작했고 얼굴이 가렵고 지금은 과다색소침착증이 생겼습니다 이 제품을 사용하기 전에는 이렇게 고르지 못한 피부가 있었어요 나는 제품을 얕보는 것이 아니다,"['제품', '효과', '전체', '컬렉션', '긍정', '리뷰', '모공', '클렌저', '클렌징', '오일', '토너', '묶음', '구매', '제품', '충실', '사용', '발진', '시작', '얼굴', '지금', '과다', '색소', '침착', '제품', '사용', '피부', '제품']","['제품_효과', '효과_전체', '전체_컬렉션', '컬렉션_긍정', '긍정_리뷰', '리뷰_모공', '모공_클렌저', '클렌저_클렌징', '클렌징_오일', '오일_토너', '토너_묶음', '묶음_구매', '구매_제품', '제품_충실', '충실_사용', '사용_발진', '발진_시작', '시작_얼굴', '얼굴_지금', '지금_과다', '과다_색소', '색소_침착', '침착_제품', '제품_사용', '사용_피부', '피부_제품']"
anua_translated,,1.0 out of 5 stars,Reviewed i,이것은 제가 시도한 유일한 스킨 케어 아이템으로 제 피부를 완전히 파괴했습니다 나는 몇 주 동안 그것을 사용하지 않았고 그것이 초래한 끔찍한 여드름을 여전히 다루고 있습니다 그리고 여드름 흉터 나는 지시사항을 주의 깊게 따랐다 이것을 시도하기 전에는 피지선이 좀 있었는데 그랬다면 한 달에 한 번씩 여드름이 났을 것입니다 지금은 턱과 코 주위 입 주위가 작고 고통스러운 여드름으로 뒤덮여 있습니다,"['시도', '유일', '스킨', '케어', '아이템', '피부', '파괴', '동안', '사용', '초래', '여드름', '여드름', '흉터', '지시', '사항', '주의', '시도', '피지선', '여드름', '지금', '주위', '주위', '고통', '여드름']","['시도_유일', '유일_스킨', '스킨_케어', '케어_아이템', '아이템_피부', '피부_파괴', '파괴_동안', '동안_사용', '사용_초래', '초래_여드름', '여드름_여드름', '여드름_흉터', '흉터_지시', '지시_사항', '사항_주의', '주의_시도', '시도_피지선', '피지선_여드름', '여드름_지금', '지금_주위', '주위_주위', '주위_고통', '고통_여드름']"
anua_translated,,1.0 out of 5 stars,Reviewed i,여자분들 조심하세요 도움이 될 것 같아서 샀는데 효과가 없었어요 날이 갈수록 피부가 변하고 민감성이나 지성 피부라면 여드름이 통제가 안 돼요 추천하지 않아요 효과가 있으면 광고에 빠졌는데 가격과 결과가 좋지 않아서 결국 일상으로 돌아갔습니다 평범하고 roce posay cerave,"['여자분', '조심', '효과', '피부', '지성', '피부', '여드름', '통제', '효과', '가격', '결과', '결국', '일상']","['여자분_조심', '조심_효과', '효과_피부', '피부_지성', '지성_피부', '피부_여드름', '여드름_통제', '통제_효과', '효과_가격', '가격_결과', '결과_결국', '결국_일상']"
anua_translated,,1.0 out of 5 stars,Reviewed i,인터넷에서 많이 본 제품이고 좋을 줄 알았는데 피부가 정말 망가지고 없던 부위에 여드름이 생기더라구요 나는 그것이 정상적인 것이라고 생각했기 때문에 그것을 계속 사용하려고 생각했지만 아니 나는 그 여드름을 더 오랫동안 가지고있었습니다 내 생명을 구한 여드름 패치를 구입하기 2주 전 그것은 인정받을 자격이 없었고 그것이 어떤 사람들에게는 효과가 있어서 기쁘지만 나에게는 끔찍해 보였고 그럴 자격이 있는 브랜드가 있습니다,"['인터넷', '제품', '피부', '부위', '여드름', '정상', '생각', '사용', '생각', '여드름', '오랫동안', '생명', '여드름', '패치', '구입', '인정', '자격', '사람', '효과', '자격']","['인터넷_제품', '제품_피부', '피부_부위', '부위_여드름', '여드름_정상', '정상_생각', '생각_사용', '사용_생각', '생각_여드름', '여드름_오랫동안', '오랫동안_생명', '생명_여드름', '여드름_패치', '패치_구입', '구입_인정', '인정_자격', '자격_사람', '사람_효과', '효과_자격']"
anua_translated,,1.0 out of 5 stars,Reviewed i,이 제품을 사용하기 전에는 피부가 꽤 좋았습니다 깨끗하고 여드름은 없지만 메이크업과 블랙헤드를 깔끔하게 지워주는 더블 클렌저가 필요했어요 나는 그것을 올바르게 사용했지만 몇 년 동안 본 것보다 여전히 더 많은 문제가 발생했습니다 그것은 내 자신감을 파괴했습니다 나는 나 자신이 건성 피부라고 생각한다 첫번째 사진은 3일째 터진거 보고 두번째는 하이드로콜로이드 패치한거 작은건 다 아는데 매장에 큰건 없었어요 오늘부터입니다 나는 체에 얼음팩을 사용했다,"['제품', '사용', '피부', '여드름', '메이크업', '블랙', '헤드', '깔끔', '더블', '클렌저', '필요', '사용', '동안', '문제', '발생', '자신감', '파괴', '자신', '건성', '피부', '생각', '사진', '하이드', '콜로이드', '패치', '매장', '오늘', '얼음', '사용']","['제품_사용', '사용_피부', '피부_여드름', '여드름_메이크업', '메이크업_블랙', '블랙_헤드', '헤드_깔끔', '깔끔_더블', '더블_클렌저', '클렌저_필요', '필요_사용', '사용_동안', '동안_문제', '문제_발생', '발생_자신감', '자신감_파괴', '파괴_자신', '자신_건성', '건성_피부', '피부_생각', '생각_사진', '사진_하이드', '하이드_콜로이드', '콜로이드_패치', '패치_매장', '매장_오늘', '오늘_얼음', '얼음_사용']"
